model,accuracy,precision,recall,f1_score,pred_positive_rate,training_time_s,testing_time_s,per_sample_time_s,per_sample_latency_ms,tes,ies,rtde,model_size_mb,num_parameters
TCN,0.998527162521951,0.9999334575459143,0.9966175885395941,0.9982727695475985,0.42565003,6433.383137702942,23.939396142959595,0.0006780546123310371,0.6780546123310371,0.0001552102744619805,0.04171062446851278,1.472635307485312,0.2829265594482422,72449
