model,accuracy,precision,recall,f1_score,training_time_s,testing_time_s,per_sample_time_s,per_sample_latency_ms,tes,ies,rtde,model_size_mb,num_parameters,pred_positive_rate
Random Forest,0.9960063445306748,0.9986646190825932,0.9919750630057036,0.995308600898353,3.462468147277832,0.0844552516937255,2.392093459857406e-06,0.002392093459857406,0.28765790822183535,11.79330266094834,416.37434374744174,,,
TCN,0.998527162521951,0.9999334575459145,0.996617588539594,0.9982727695475984,6433.383137702942,23.939396142959595,0.000678054612331,0.6780546123310371,0.0001552102744619805,0.04171062446851278,1.472635307485312,0.2829265594482422,72449,0.42565003
